source	target
0	1
2	1
3	1
4	2
3	2
5	2
6	2
7	2
8	2
9	2
10	2
11	2
2	12
2	13
2	14
2	15
2	16
2	17
2	18
2	19
2	20
2	21
2	22
2	23
2	24
3	24
2	25
3	25
2	26
3	26
3	27
3	28
3	29
3	30
5	31
32	33
34	35
33	32
35	34
36	37
36	38
39	40
37	36
40	39
38	36
41	42
42	41
0	26
0	43
1	0
1	26
1	43
26	0
26	1
26	43
43	0
43	1
43	26
